product_id,sku,product_name,category,sub_category,brand,brand_tier,cost_price,selling_price,margin_pct,shelf_life_days,storage_type,promotion_sensitivity,price_elasticity,seasonality
P00379,SKU000379,UrbanSelect Shampoo,Personal Care,Shampoo,UrbanSelect,Mid,3.96,5.7,0.44,169,Refrigerated,0.41,-0.3,All
P00380,SKU000380,FreshPeak Latte,Coffee,Latte,FreshPeak,Premium,3.09,4.74,0.53,310,Ambient,0.21,-0.8,All
P00381,SKU000381,DailyMart Energy Drink,Beverages,Energy Drink,DailyMart,Mid,7.6,10.45,0.37,273,Ambient,0.45,-1.2,All
P00382,SKU000382,NatureGold Gummies,Candy,Gummies,NatureGold,Premium,6.79,9.86,0.45,316,Ambient,0.86,-1.6,All
P00383,SKU000383,DailyMart Yogurt,Dairy,Yogurt,DailyMart,Mid,6.63,9.16,0.38,170,Ambient,0.55,-0.5,All
P00384,SKU000384,UrbanBrew Frozen Pizza,Frozen,Frozen Pizza,UrbanBrew,Premium,4.65,7.2,0.55,45,Refrigerated,0.24,-0.7,All
P00385,SKU000385,QuickChoice Bars,Candy,Bars,QuickChoice,Mid,5.55,7.88,0.42,9,Ambient,0.94,-1.6,All
P00386,SKU000386,EasyBuy Espresso,Coffee,Espresso,EasyBuy,Value,0.59,0.74,0.25,126,Ambient,0.12,-0.8,All
P00387,SKU000387,FreshPeak Muffin,Bakery,Muffin,FreshPeak,Premium,7.51,11.7,0.56,336,Ambient,0.32,-1.3,All
P00388,SKU000388,FreshPeak Water,Beverages,Water,FreshPeak,Premium,5.64,8.65,0.53,49,Ambient,0.98,-1.2,All
P00389,SKU000389,EasyBuy Gummies,Candy,Gummies,EasyBuy,Value,1.99,2.41,0.21,312,Ambient,0.99,-1.6,All
P00390,SKU000390,StoreBasics Shampoo,Personal Care,Shampoo,StoreBasics,Value,7.85,9.11,0.16,159,Frozen,0.19,-0.3,All
P00391,SKU000391,DailyMart Bagel,Bakery,Bagel,DailyMart,Mid,1.92,2.66,0.39,221,Ambient,0.17,-1.3,All
P00392,SKU000392,UrbanSelect Popcorn,Snacks,Popcorn,UrbanSelect,Mid,2.51,3.37,0.34,76,Ambient,0.23,-1.5,All
P00393,SKU000393,NatureGold Milk,Dairy,Milk,NatureGold,Premium,7.64,11.65,0.52,150,Ambient,0.66,-0.5,All
P00394,SKU000394,QuickChoice Cold Brew,Coffee,Cold Brew,QuickChoice,Mid,7.74,10.35,0.34,268,Ambient,0.7,-0.8,Summer
P00395,SKU000395,UrbanSelect Ice Cream,Frozen,Ice Cream,UrbanSelect,Mid,4.98,7.12,0.43,67,Ambient,0.5,-0.7,Summer
P00396,SKU000396,UrbanSelect Muffin,Bakery,Muffin,UrbanSelect,Mid,7.12,9.47,0.33,280,Ambient,0.44,-1.3,All
P00397,SKU000397,UrbanSelect Soda,Beverages,Soda,UrbanSelect,Mid,2.4,3.28,0.37,140,Ambient,0.86,-1.2,All
P00398,SKU000398,QuickChoice Frozen Pizza,Frozen,Frozen Pizza,QuickChoice,Mid,0.56,0.76,0.37,246,Refrigerated,0.92,-0.7,All
P00399,SKU000399,UrbanSelect Chocolate,Candy,Chocolate,UrbanSelect,Mid,0.57,0.79,0.39,275,Ambient,0.7,-1.6,Winter
P00400,SKU000400,UrbanSelect Espresso,Coffee,Espresso,UrbanSelect,Mid,1.99,2.85,0.43,49,Ambient,0.42,-0.8,All
P00401,SKU000401,UrbanSelect Muffin,Bakery,Muffin,UrbanSelect,Mid,3.94,5.56,0.41,316,Ambient,0.64,-1.3,All
P00402,SKU000402,EasyBuy Yogurt,Dairy,Yogurt,EasyBuy,Value,6.67,8.6,0.29,79,Refrigerated,0.46,-0.5,All
P00403,SKU000403,UrbanSelect Ice Cream,Frozen,Ice Cream,UrbanSelect,Mid,4.41,5.78,0.31,211,Frozen,0.63,-0.7,Summer
P00404,SKU000404,DailyMart Tissue,Household,Tissue,DailyMart,Mid,7.22,10.11,0.4,58,Refrigerated,0.47,-0.2,All
P00405,SKU000405,QuickChoice Frozen Pizza,Frozen,Frozen Pizza,QuickChoice,Mid,5.37,7.74,0.44,94,Ambient,0.55,-0.7,All
P00406,SKU000406,UrbanSelect Tissue,Household,Tissue,UrbanSelect,Mid,0.92,1.26,0.37,326,Ambient,0.35,-0.2,All
P00407,SKU000407,FreshPeak Popcorn,Snacks,Popcorn,FreshPeak,Premium,2.45,3.65,0.49,135,Refrigerated,0.95,-1.5,All
P00408,SKU000408,EasyBuy Latte,Coffee,Latte,EasyBuy,Value,5.64,6.58,0.17,71,Ambient,0.93,-0.8,All
P00409,SKU000409,DailyMart Shampoo,Personal Care,Shampoo,DailyMart,Mid,6.07,7.96,0.31,346,Refrigerated,0.38,-0.3,All
P00410,SKU000410,ValuePlus Yogurt,Dairy,Yogurt,ValuePlus,Value,3.16,3.87,0.23,297,Ambient,0.39,-0.5,All
P00411,SKU000411,UrbanSelect Soap,Household,Soap,UrbanSelect,Mid,3.12,4.3,0.38,263,Ambient,0.85,-0.2,All
P00412,SKU000412,StoreBasics Yogurt,Dairy,Yogurt,StoreBasics,Value,0.6,0.72,0.19,241,Ambient,0.26,-0.5,All
P00413,SKU000413,DailyMart Mint,Candy,Mint,DailyMart,Mid,1.74,2.26,0.3,136,Refrigerated,0.37,-1.6,All
P00414,SKU000414,QuickChoice Ice Cream,Frozen,Ice Cream,QuickChoice,Mid,1.74,2.49,0.43,124,Ambient,0.19,-0.7,Summer
P00415,SKU000415,UrbanSelect Gummies,Candy,Gummies,UrbanSelect,Mid,2.34,3.06,0.31,248,Ambient,0.4,-1.6,All
P00416,SKU000416,StoreBasics Shampoo,Personal Care,Shampoo,StoreBasics,Value,3.62,4.4,0.21,21,Ambient,0.47,-0.3,All
P00417,SKU000417,UrbanSelect Soda,Beverages,Soda,UrbanSelect,Mid,4.6,6.38,0.39,95,Ambient,0.2,-1.2,All
P00418,SKU000418,FreshPeak Soda,Beverages,Soda,FreshPeak,Premium,3.79,6.42,0.7,19,Ambient,0.45,-1.2,All
P00419,SKU000419,DailyMart Juice,Beverages,Juice,DailyMart,Mid,7.64,10.82,0.42,64,Refrigerated,0.16,-1.2,All
P00420,SKU000420,EasyBuy Nachos,Snacks,Nachos,EasyBuy,Value,5.66,6.72,0.19,27,Refrigerated,0.73,-1.5,All
P00421,SKU000421,QuickChoice Toothpaste,Personal Care,Toothpaste,QuickChoice,Mid,6.82,9.36,0.37,120,Refrigerated,0.51,-0.3,All
P00422,SKU000422,StoreBasics Nachos,Snacks,Nachos,StoreBasics,Value,4.13,4.76,0.15,32,Ambient,0.11,-1.5,All
P00423,SKU000423,UrbanBrew Espresso,Coffee,Espresso,UrbanBrew,Premium,3.42,5.42,0.59,294,Refrigerated,0.59,-0.8,All
P00424,SKU000424,DailyMart Soda,Beverages,Soda,DailyMart,Mid,6.53,8.91,0.37,223,Ambient,0.39,-1.2,All
P00425,SKU000425,UrbanSelect Nachos,Snacks,Nachos,UrbanSelect,Mid,5.8,7.87,0.36,62,Refrigerated,0.69,-1.5,All
P00426,SKU000426,StoreBasics Cold Brew,Coffee,Cold Brew,StoreBasics,Value,0.54,0.69,0.27,319,Ambient,0.14,-0.8,Summer
P00427,SKU000427,QuickChoice Bars,Candy,Bars,QuickChoice,Mid,6.36,8.99,0.41,297,Ambient,0.78,-1.6,All
P00428,SKU000428,DailyMart Chips,Snacks,Chips,DailyMart,Mid,3.4,4.76,0.4,222,Ambient,0.24,-1.5,All
P00429,SKU000429,QuickChoice Milk,Dairy,Milk,QuickChoice,Mid,7.17,9.94,0.39,64,Ambient,0.53,-0.5,All
P00430,SKU000430,UrbanSelect Frozen Pizza,Frozen,Frozen Pizza,UrbanSelect,Mid,1.89,2.63,0.39,96,Refrigerated,0.75,-0.7,All
P00431,SKU000431,UrbanSelect Water,Beverages,Water,UrbanSelect,Mid,6.66,9.32,0.4,226,Ambient,0.59,-1.2,All
P00432,SKU000432,UrbanSelect Tissue,Household,Tissue,UrbanSelect,Mid,5.27,7.11,0.35,175,Refrigerated,0.52,-0.2,All
P00433,SKU000433,UrbanSelect Mint,Candy,Mint,UrbanSelect,Mid,6.33,9.01,0.42,281,Frozen,0.81,-1.6,All
P00434,SKU000434,DailyMart Bagel,Bakery,Bagel,DailyMart,Mid,3.98,5.33,0.34,98,Ambient,0.6,-1.3,All
P00435,SKU000435,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,3.72,4.95,0.33,234,Refrigerated,0.49,-0.3,All
P00436,SKU000436,EasyBuy Frozen Pizza,Frozen,Frozen Pizza,EasyBuy,Value,6.6,8.29,0.26,40,Ambient,1.0,-0.7,All
P00437,SKU000437,UrbanSelect Chips,Snacks,Chips,UrbanSelect,Mid,0.8,1.09,0.36,293,Ambient,0.42,-1.5,All
P00438,SKU000438,UrbanSelect Popcorn,Snacks,Popcorn,UrbanSelect,Mid,1.1,1.48,0.35,88,Ambient,0.79,-1.5,All
P00439,SKU000439,EasyBuy Hot Coffee,Coffee,Hot Coffee,EasyBuy,Value,6.78,8.43,0.24,357,Frozen,0.47,-0.8,Winter
P00440,SKU000440,FreshPeak Chips,Snacks,Chips,FreshPeak,Premium,6.18,9.64,0.56,76,Ambient,0.62,-1.5,All
P00441,SKU000441,ValuePlus Nachos,Snacks,Nachos,ValuePlus,Value,3.29,4.09,0.24,193,Ambient,1.0,-1.5,All
P00442,SKU000442,ValuePlus Espresso,Coffee,Espresso,ValuePlus,Value,5.86,7.26,0.24,205,Frozen,0.85,-0.8,All
P00443,SKU000443,UrbanSelect Yogurt,Dairy,Yogurt,UrbanSelect,Mid,7.44,10.38,0.39,345,Ambient,0.73,-0.5,All
P00444,SKU000444,UrbanSelect Soap,Household,Soap,UrbanSelect,Mid,6.11,8.69,0.42,195,Ambient,0.73,-0.2,All
P00445,SKU000445,DailyMart Frozen Pizza,Frozen,Frozen Pizza,DailyMart,Mid,7.62,9.98,0.31,114,Ambient,0.25,-0.7,All
P00446,SKU000446,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,4.52,6.21,0.37,96,Refrigerated,0.63,-0.3,All
P00447,SKU000447,QuickChoice Water,Beverages,Water,QuickChoice,Mid,4.87,6.76,0.39,301,Ambient,0.13,-1.2,All
P00448,SKU000448,NatureGold Shampoo,Personal Care,Shampoo,NatureGold,Premium,7.12,11.5,0.61,9,Ambient,0.98,-0.3,All
P00449,SKU000449,UrbanSelect Shampoo,Personal Care,Shampoo,UrbanSelect,Mid,2.65,3.76,0.42,181,Ambient,0.91,-0.3,All
P00450,SKU000450,UrbanSelect Milk,Dairy,Milk,UrbanSelect,Mid,6.32,8.34,0.32,233,Ambient,0.46,-0.5,All
P00451,SKU000451,StoreBasics Energy Drink,Beverages,Energy Drink,StoreBasics,Value,1.14,1.38,0.21,73,Ambient,0.31,-1.2,All
P00452,SKU000452,QuickChoice Gummies,Candy,Gummies,QuickChoice,Mid,1.06,1.45,0.37,86,Frozen,0.78,-1.6,All
P00453,SKU000453,UrbanSelect Shampoo,Personal Care,Shampoo,UrbanSelect,Mid,6.49,8.75,0.35,95,Ambient,0.22,-0.3,All
P00454,SKU000454,DailyMart Yogurt,Dairy,Yogurt,DailyMart,Mid,2.77,4.01,0.45,284,Refrigerated,0.23,-0.5,All
P00455,SKU000455,EasyBuy Ice Cream,Frozen,Ice Cream,EasyBuy,Value,1.24,1.58,0.27,13,Ambient,0.82,-0.7,Summer
P00456,SKU000456,QuickChoice Bagel,Bakery,Bagel,QuickChoice,Mid,2.84,3.69,0.3,318,Ambient,0.17,-1.3,All
P00457,SKU000457,DailyMart Milk,Dairy,Milk,DailyMart,Mid,5.86,7.87,0.34,228,Ambient,0.75,-0.5,All
P00458,SKU000458,StoreBasics Latte,Coffee,Latte,StoreBasics,Value,6.97,8.34,0.2,321,Ambient,0.61,-0.8,All
P00459,SKU000459,UrbanSelect Soap,Household,Soap,UrbanSelect,Mid,4.42,6.06,0.37,203,Ambient,0.53,-0.2,All
P00460,SKU000460,UrbanSelect Trail Mix,Snacks,Trail Mix,UrbanSelect,Mid,6.5,8.57,0.32,297,Ambient,0.79,-1.5,All
P00461,SKU000461,StoreBasics Toothpaste,Personal Care,Toothpaste,StoreBasics,Value,1.82,2.25,0.24,190,Ambient,0.68,-0.3,All
P00462,SKU000462,DailyMart Bars,Candy,Bars,DailyMart,Mid,6.06,8.13,0.34,193,Ambient,0.27,-1.6,All
P00463,SKU000463,QuickChoice Trail Mix,Snacks,Trail Mix,QuickChoice,Mid,6.69,8.98,0.34,202,Ambient,0.43,-1.5,All
P00464,SKU000464,QuickChoice Frozen Pizza,Frozen,Frozen Pizza,QuickChoice,Mid,3.26,4.28,0.31,179,Refrigerated,0.62,-0.7,All
P00465,SKU000465,EasyBuy Croissant,Bakery,Croissant,EasyBuy,Value,2.15,2.54,0.18,252,Ambient,0.63,-1.3,All
P00466,SKU000466,QuickChoice Chocolate,Candy,Chocolate,QuickChoice,Mid,6.44,8.98,0.39,207,Ambient,0.34,-1.6,Winter
P00467,SKU000467,UrbanBrew Juice,Beverages,Juice,UrbanBrew,Premium,2.28,3.85,0.69,281,Ambient,0.29,-1.2,All
P00468,SKU000468,DailyMart Milk,Dairy,Milk,DailyMart,Mid,5.77,8.03,0.39,248,Ambient,0.64,-0.5,All
P00469,SKU000469,StoreBasics Milk,Dairy,Milk,StoreBasics,Value,5.81,7.1,0.22,173,Ambient,0.28,-0.5,All
P00470,SKU000470,UrbanSelect Milk,Dairy,Milk,UrbanSelect,Mid,7.33,10.09,0.38,55,Ambient,0.13,-0.5,All
P00471,SKU000471,QuickChoice Soda,Beverages,Soda,QuickChoice,Mid,7.97,11.31,0.42,333,Ambient,0.31,-1.2,All
P00472,SKU000472,FreshPeak Soda,Beverages,Soda,FreshPeak,Premium,1.92,3.23,0.68,270,Ambient,0.82,-1.2,All
P00473,SKU000473,UrbanSelect Nachos,Snacks,Nachos,UrbanSelect,Mid,6.3,8.41,0.34,223,Refrigerated,0.85,-1.5,All
P00474,SKU000474,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,0.64,0.91,0.42,312,Ambient,0.35,-0.3,All
P00475,SKU000475,DailyMart Nachos,Snacks,Nachos,DailyMart,Mid,7.71,10.8,0.4,341,Ambient,0.64,-1.5,All
P00476,SKU000476,UrbanBrew Ice Cream,Frozen,Ice Cream,UrbanBrew,Premium,5.15,8.24,0.6,246,Refrigerated,0.35,-0.7,Summer
P00477,SKU000477,QuickChoice Gummies,Candy,Gummies,QuickChoice,Mid,5.87,8.25,0.41,249,Ambient,0.82,-1.6,All
P00478,SKU000478,NatureGold Popcorn,Snacks,Popcorn,NatureGold,Premium,6.87,10.11,0.47,306,Refrigerated,0.94,-1.5,All
P00479,SKU000479,QuickChoice Shampoo,Personal Care,Shampoo,QuickChoice,Mid,0.96,1.26,0.31,186,Ambient,0.24,-0.3,All
P00480,SKU000480,QuickChoice Tissue,Household,Tissue,QuickChoice,Mid,0.54,0.71,0.31,75,Refrigerated,0.78,-0.2,All
P00481,SKU000481,UrbanSelect Nachos,Snacks,Nachos,UrbanSelect,Mid,6.18,8.09,0.31,273,Ambient,0.88,-1.5,All
P00482,SKU000482,EasyBuy Latte,Coffee,Latte,EasyBuy,Value,2.71,3.24,0.19,131,Ambient,0.76,-0.8,All
P00483,SKU000483,DailyMart Popcorn,Snacks,Popcorn,DailyMart,Mid,6.67,8.84,0.33,296,Ambient,0.95,-1.5,All
P00484,SKU000484,DailyMart Mint,Candy,Mint,DailyMart,Mid,4.88,6.63,0.36,72,Frozen,0.41,-1.6,All
P00485,SKU000485,DailyMart Yogurt,Dairy,Yogurt,DailyMart,Mid,6.66,9.22,0.38,153,Ambient,0.47,-0.5,All
P00486,SKU000486,NatureGold Soap,Household,Soap,NatureGold,Premium,2.4,3.95,0.64,239,Ambient,0.43,-0.2,All
P00487,SKU000487,UrbanSelect Ice Cream,Frozen,Ice Cream,UrbanSelect,Mid,4.96,7.0,0.41,190,Ambient,0.88,-0.7,Summer
P00488,SKU000488,EasyBuy Yogurt,Dairy,Yogurt,EasyBuy,Value,4.71,5.59,0.19,222,Frozen,0.33,-0.5,All
P00489,SKU000489,UrbanSelect Bagel,Bakery,Bagel,UrbanSelect,Mid,1.37,1.79,0.3,280,Ambient,0.65,-1.3,All
P00490,SKU000490,QuickChoice Soda,Beverages,Soda,QuickChoice,Mid,7.23,10.21,0.41,24,Ambient,0.42,-1.2,All
P00491,SKU000491,StoreBasics Shampoo,Personal Care,Shampoo,StoreBasics,Value,4.68,5.49,0.17,168,Ambient,0.53,-0.3,All
P00492,SKU000492,UrbanSelect Ice Cream,Frozen,Ice Cream,UrbanSelect,Mid,1.55,2.15,0.39,285,Refrigerated,0.35,-0.7,Summer
P00493,SKU000493,FreshPeak Toothpaste,Personal Care,Toothpaste,FreshPeak,Premium,7.5,12.16,0.62,219,Ambient,0.94,-0.3,All
P00494,SKU000494,UrbanBrew Gummies,Candy,Gummies,UrbanBrew,Premium,7.78,12.37,0.59,16,Refrigerated,0.3,-1.6,All
P00495,SKU000495,UrbanSelect Milk,Dairy,Milk,UrbanSelect,Mid,0.83,1.17,0.4,102,Ambient,0.95,-0.5,All
P00496,SKU000496,DailyMart Shampoo,Personal Care,Shampoo,DailyMart,Mid,7.24,10.46,0.44,357,Ambient,0.47,-0.3,All
P00497,SKU000497,QuickChoice Bagel,Bakery,Bagel,QuickChoice,Mid,1.86,2.46,0.32,222,Frozen,0.24,-1.3,All
P00498,SKU000498,NatureGold Latte,Coffee,Latte,NatureGold,Premium,5.99,10.12,0.69,47,Refrigerated,0.15,-0.8,All
P00499,SKU000499,DailyMart Nachos,Snacks,Nachos,DailyMart,Mid,2.64,3.47,0.31,232,Ambient,0.71,-1.5,All
